LoadID,Generation_kW
load26,4.615624687180321
load44,4.615624687180321
load18,4.615624687180321
load28,4.615624687180321
load54,4.615624687180321
load42,4.615624687180321
load9,4.615624687180321
load15,4.615624687180321
load30,4.615624687180321
load4,4.615624687180321
load39,4.615624687180321
load16,4.615624687180321
load24,4.615624687180321
load5,4.615624687180321
load50,4.615624687180321
load25,4.615624687180321
load2,4.615624687180321
load34,4.615624687180321
load52,4.615624687180321
load27,4.615624687180321
load21,4.615624687180321
load40,4.615624687180321
load41,4.615624687180321
load38,4.615624687180321
load14,4.615624687180321
load48,4.615624687180321
load49,4.615624687180321
load35,4.615624687180321
load22,4.615624687180321
load13,4.615624687180321
load53,4.615624687180321
load46,4.615624687180321
load43,4.615624687180321
load3,4.615624687180321
load32,4.615624687180321
load10,4.615624687180321
load6,4.615624687180321
load45,4.615624687180321
load20,4.615624687180321
load7,4.615624687180321
load33,4.615624687180321
load11,4.615624687180321
load8,4.615624687180321
load19,4.615624687180321
load12,4.615624687180321
load17,4.615624687180321
load31,4.615624687180321
load47,4.615624687180321
load51,4.615624687180321
load36,4.615624687180321
load23,4.615624687180321
load37,4.615624687180321
load1,4.615624687180321
load29,4.615624687180321
load55,4.615624687180321
